reduction_ratio,rating
77.879638,fair
38.345160,skip
36.978881,good
41.713478,fair
51.381323,fair
37.710613,terrible
35.605624,good
54.383413,good
93.656086,skip
28.323469,terrible
53.897391,fair
24.998485,skip
80.460950,excellent
37.301070,terrible
81.965984,poor
73.053210,excellent
40.092906,good
96.644086,skip
67.410828,terrible
37.986189,fair
96.649810,good
73.242170,good
64.323875,fair
50.196381,good
93.311266,good
57.891790,terrible
73.469776,fair
95.978923,poor
69.086934,fair
87.930012,excellent
57.087717,excellent
76.367904,poor
80.203267,poor
55.965805,excellent
75.430535,fair
56.248403,good
30.040662,good
56.207592,good
17.949951,terrible
39.051518,terrible
95.519771,poor
33.763353,good
51.890275,fair
36.824740,good
64.881965,skip
68.126055,fair
98.779144,skip
98.061419,skip
69.974013,good
48.805542,good
32.066805,good
54.625659,good
77.798572,skip
87.932246,poor
46.274916,terrible
38.335666,skip
58.735852,good
72.738199,excellent
56.048401,good
70.594397,good
30.163855,fair
62.650876,terrible
72.634126,poor
73.780879,fair
47.833418,terrible
66.798382,good
56.717842,fair
47.674496,poor
77.283181,good
65.526884,poor
97.963840,good
88.025529,good
93.268921,good
65.864081,fair
70.123655,fair
74.916460,good
74.142193,poor
29.973874,good
61.546325,fair
14.935636,poor
90.641573,skip
41.768034,skip
55.273517,terrible
73.935930,fair
70.307738,fair
60.141396,fair
59.977494,fair
93.790885,terrible
52.680786,fair
59.316397,fair
39.464451,fair
85.462108,good
73.663823,fair
81.052795,poor
75.828488,fair
82.679938,poor
17.170794,terrible
67.622584,excellent
71.962806,fair
56.575844,good
66.476343,fair
92.534429,skip
54.374486,good
92.253596,poor
76.973722,good
67.863007,skip
53.217267,fair
71.011632,fair
71.591749,poor
35.768764,fair
76.634791,skip
77.151736,skip
60.135039,poor
59.812485,poor
72.152341,terrible
22.638494,terrible
50.875554,poor
58.835700,poor
38.307392,good
14.766459,fair
35.179719,good
73.915210,fair
82.084300,skip
58.474129,excellent
87.913373,good
20.620226,poor
99.255935,skip
92.966614,terrible
33.744018,fair
62.248656,fair
40.521656,poor
53.337605,fair
55.807120,fair
56.859775,good
74.037532,fair
72.233012,poor
56.446158,excellent
47.400806,terrible
33.829260,good
34.683137,terrible
70.176595,fair
76.223821,poor
69.499572,skip
68.568413,good
98.485254,skip
31.836245,poor
95.901356,good
56.699568,fair
71.509615,poor
77.649955,poor
55.670763,excellent
1.303113,fair
56.958883,excellent
61.708605,excellent
53.436660,fair
94.608394,terrible
73.709146,terrible
80.621003,poor
64.207270,poor
86.691083,poor
41.643469,excellent
74.023789,fair
93.636659,good
9.641644,fair
54.660376,poor
94.337011,good
80.560264,excellent
55.059777,fair
53.106351,excellent
63.968265,fair
75.707223,fair
22.310289,poor
86.524151,skip
64.678809,good
71.506501,skip
37.459844,terrible
78.185796,excellent
19.046443,poor
77.788013,fair
55.793954,fair
58.612143,good
56.632851,poor
93.615370,good
37.782199,excellent
72.400185,terrible
56.728416,fair
31.305511,skip
29.307629,fair
96.841244,skip
61.950537,fair
81.183729,terrible
1.096422,skip
65.902161,poor
56.773534,good
36.024382,poor
80.610952,poor
42.779697,terrible
62.174714,poor
94.971895,fair
33.269466,good
83.996764,skip
76.887657,terrible
45.393115,good
63.860316,poor
77.222888,good
39.451282,good
0.499500,poor
50.733958,skip
67.895820,excellent
73.421255,poor
32.578380,good
77.079862,good
34.034246,fair
64.358694,excellent
56.530033,skip
72.401726,excellent
46.120428,skip
37.763286,poor
97.091573,excellent
56.955811,fair
91.222661,poor
75.246893,fair
94.694598,excellent
95.942192,fair
52.664113,poor
47.610940,terrible
56.064964,poor
98.496667,terrible
79.447196,fair
74.770080,excellent
69.423644,fair
82.929329,excellent
2.618981,poor
76.495021,terrible
55.769411,poor
87.039203,excellent
56.652742,fair
32.014942,good
78.658642,good
58.343992,fair
94.326865,poor
39.317623,fair
78.366278,poor
61.701962,good
56.970350,good
53.498525,poor
61.470529,fair
62.603764,terrible
74.155521,skip
33.054301,skip
76.423256,terrible
40.664247,terrible
0.835912,terrible
35.844084,good
55.108003,good
92.290344,good
58.095755,poor
62.672880,poor
91.065430,terrible
79.724172,fair
42.332636,poor
0.164751,poor
57.312767,good
50.029486,poor
97.148169,skip
77.257587,excellent
56.970789,poor
68.854514,fair
75.352296,good
38.279651,good
43.942803,poor
36.462744,poor
64.086706,fair
49.196174,fair
56.853941,good
40.667923,excellent
61.225048,skip
91.332466,good
54.203174,good
74.525604,poor
51.323894,good
40.946242,fair
85.446168,skip
45.112797,good
63.780946,poor
74.731688,excellent
54.596724,skip
29.183469,good
32.925162,poor
1.154628,good
56.661082,fair
98.313651,skip
74.575456,fair
80.026583,fair
77.590285,fair
36.129774,fair
76.733256,good
34.849086,terrible
59.066013,fair
42.447519,skip
69.155375,excellent
35.357916,poor
66.462921,poor
56.986117,fair
91.735044,fair
28.510883,good
36.847577,excellent
35.723424,terrible
43.213682,skip
37.826855,fair
69.303408,poor
46.640430,terrible
76.343191,poor
84.626042,excellent
62.961573,poor
57.190762,fair
75.337512,fair
73.759639,fair
31.689254,good
94.271503,terrible
97.463075,excellent
35.411139,fair
29.125577,fair
48.751335,skip
33.372223,fair
39.280163,skip
55.955616,excellent
73.734071,poor
33.845128,poor
38.206925,excellent
63.232911,fair
30.903507,fair
44.479483,skip
53.494743,poor
80.087289,fair
62.870212,fair
15.440231,poor
78.807041,skip
79.570527,good
74.656682,poor
99.769196,skip
63.539884,fair
64.947449,excellent
55.563526,fair
29.426023,excellent
65.072431,poor
51.147982,good
72.507416,poor
92.479851,poor
95.389508,excellent
76.721935,fair
52.309079,poor
53.577651,poor
77.886338,good
96.378078,skip
97.641769,skip
35.973275,fair
39.869177,excellent
39.950161,terrible
64.181143,fair
59.022512,skip
35.608759,fair
36.581076,fair
94.664409,excellent
75.368616,terrible
73.623171,good
37.202449,fair
53.844319,fair
75.406638,excellent
17.797795,poor
55.499311,skip
92.838797,good
39.391093,good
92.003628,good
53.770057,poor
28.252038,excellent
41.373868,good
78.234210,poor
63.825209,fair
3.879970,terrible
64.614349,poor
59.456850,skip
73.468061,excellent
42.355959,terrible
93.769982,fair
1.919872,excellent
83.480724,fair
48.264499,fair
51.614305,fair
93.453185,terrible
93.490233,excellent
47.987223,good
57.548427,fair
68.310952,poor
42.363329,fair
64.480129,excellent
95.884641,poor
85.651048,fair
73.448374,good
75.336122,good
92.918556,fair
74.201963,poor
89.137784,poor
71.313117,excellent
96.591448,excellent
55.579453,fair
37.512707,good
95.460421,poor
92.028792,terrible
53.804996,terrible
36.817662,poor
78.110487,excellent
87.730718,fair
53.083839,fair
55.306490,good
0.489058,skip
80.599744,excellent
59.562916,fair
34.062485,fair
33.102463,fair
82.711223,good
98.359810,skip
68.313636,good
38.917787,good
49.825674,poor
99.358274,skip
71.653781,poor
73.696788,skip
55.275603,fair
72.551388,skip
89.219754,fair
73.308746,poor
36.514930,excellent
97.499354,skip
89.462524,fair
44.229161,poor
56.552222,poor
31.893559,fair
59.127154,fair
64.816240,terrible
71.631106,terrible
62.310847,excellent
61.959906,terrible
53.014979,fair
54.550290,excellent
69.662111,good
76.989033,excellent
50.380019,poor
77.319949,fair
78.987625,good
77.190322,good
62.179181,poor
79.066964,skip
75.800504,poor
80.412102,poor
80.927599,terrible
33.380875,poor
67.836008,skip
75.716036,good
32.956834,poor
56.835561,poor
1.750065,poor
98.442594,terrible
76.191152,fair
77.827975,good
35.873506,good
55.844922,good
33.270826,terrible
74.498791,fair
29.825638,fair
74.611587,fair
58.501942,poor
39.585921,terrible
84.033382,excellent
55.639094,good
76.296542,poor
74.102456,fair
93.470248,excellent
53.372710,good
73.765078,fair
96.528073,excellent
91.835119,good
24.344684,good
87.000258,poor
61.648468,good
55.674627,fair
72.468846,poor
73.654137,fair
50.889301,skip
48.187823,excellent
31.744229,excellent
37.912892,excellent
56.422996,skip
76.722314,fair
46.389717,terrible
69.385606,fair
76.976745,good
73.576256,poor
70.281351,skip
78.560702,good
57.234153,fair
29.394442,terrible
32.124574,excellent
46.466604,poor
60.208943,good
97.253946,excellent
53.304053,fair
26.661934,fair
31.417697,excellent
61.708933,poor
43.723859,terrible
56.344266,fair
28.943526,good
91.427276,skip
2.852574,terrible
52.331702,good
70.189378,poor
22.386518,terrible
16.639119,poor
79.488830,fair
53.440489,fair
71.860316,poor
56.056362,excellent
54.614003,fair
71.031865,poor
91.697221,good
61.250925,poor
73.474305,poor
31.744133,terrible
93.709642,poor
59.012981,good
81.703865,poor
96.665218,skip
80.591831,good
54.253407,fair
54.309744,terrible
36.704536,good
30.455771,poor
54.240669,fair
98.616771,poor
32.229127,poor
57.363051,good
99.561492,terrible
76.834300,good
55.907635,terrible
81.697110,good
40.383298,excellent
73.915366,fair
89.829794,terrible
82.159353,poor
87.440516,fair
79.458693,poor
53.057040,fair
70.720885,skip
44.301713,skip
69.996283,good
74.629365,good
77.434959,good
68.895419,fair
61.463056,terrible
59.358495,skip
52.163517,good
74.469960,fair
75.860324,fair
47.744895,terrible
63.100581,good
59.898185,fair
51.384696,terrible
57.998988,good
56.319742,skip
90.111449,good
99.219875,skip
93.626272,good
24.263268,fair
36.508755,fair
94.166082,fair
68.638436,good
76.771980,poor
96.596627,terrible
39.793519,good
41.361920,skip
8.832756,fair
93.419640,fair
36.070498,fair
96.970800,good
64.236847,fair
96.697369,fair
52.717690,poor
75.699144,excellent
54.573158,good
82.022819,good
77.063610,fair
96.986923,skip
56.438287,good
78.496492,fair
71.854710,skip
32.911820,good
22.061608,poor
69.182580,fair
80.286200,poor
80.820362,excellent
94.437533,poor
68.510221,poor
37.804789,excellent
74.526564,poor
55.335623,good
0.964791,terrible
64.392881,excellent
75.562017,fair
95.278372,excellent
72.517895,terrible
76.434915,fair
75.127252,fair
97.426585,excellent
39.826060,poor
91.775216,good
38.486592,poor
87.682857,terrible
68.458322,excellent
75.788717,excellent
68.097919,poor
72.968776,skip
88.782858,terrible
22.595846,terrible
57.584048,good
27.187290,good
36.970149,poor
72.232066,terrible
92.513593,terrible
56.580270,poor
74.924434,good
75.077960,excellent
59.094855,good
99.710439,skip
53.236920,poor
80.969794,excellent
75.990694,good
89.014379,fair
36.652798,good
55.052016,poor
34.767594,excellent
28.150924,skip
36.583676,excellent
53.744479,good
64.749871,excellent
77.013073,skip
57.740947,excellent
41.063002,skip
59.038594,fair
80.839451,fair
35.219471,fair
43.148579,terrible
73.102106,terrible
55.952318,terrible
93.475689,terrible
52.028551,fair
51.099915,skip
56.739102,poor
34.693503,poor
61.622399,good
56.538377,excellent
75.836970,good
90.303322,poor
68.913965,terrible
53.526473,excellent
76.825387,skip
68.468540,fair
69.055754,fair
75.011473,fair
79.547217,good
51.824476,good
75.311845,terrible
98.214481,good
46.452317,fair
73.496421,good
38.893317,fair
96.222338,terrible
61.523004,good
30.966912,terrible
39.812229,poor
41.380590,skip
85.215314,fair
94.517003,poor
30.926327,terrible
63.204650,good
67.001158,fair
64.122616,fair
4.030605,fair
29.299336,fair
93.417558,good
64.747574,good
30.076059,poor
50.482133,terrible
82.601240,good
44.343224,skip
97.162035,good
55.466731,fair
55.125852,poor
75.278404,poor
94.423816,fair
89.279401,poor
47.955666,skip
53.423146,poor
85.553217,good
79.107939,skip
36.951885,good
93.536609,fair
7.887824,terrible
56.008048,excellent
56.564511,excellent
33.689549,poor
1.299501,good
57.820454,poor
76.555805,skip
97.190504,excellent
76.834812,excellent
73.774567,terrible
62.735497,poor
41.838649,skip
74.778243,good
69.055207,poor
78.150888,excellent
35.323369,poor
76.511515,good
39.736067,poor
73.214897,excellent
56.803277,poor
89.925006,fair
52.352056,fair
74.309850,poor
73.969609,good
79.826546,fair
84.760364,skip
36.526473,poor
75.248861,good
54.608557,skip
75.634195,fair
75.212277,fair
71.792920,excellent
17.314493,terrible
62.123945,poor
78.700602,excellent
35.389924,good
60.038724,good
73.016038,good
77.764434,fair
41.632953,terrible
2.281810,good
58.848105,good
78.190276,excellent
58.035107,fair
39.455759,fair
56.281891,good
56.368373,poor
74.345589,fair
76.975030,skip
78.847444,fair
46.383215,poor
53.129312,fair
76.984334,fair
75.873834,poor
76.029310,good
61.678971,poor
74.821143,poor
79.859254,skip
80.741246,poor
75.097231,good
71.257820,fair
32.838053,poor
74.693278,skip
30.567211,good
36.507314,poor
53.998658,good
55.236381,fair
73.549848,poor
86.514132,terrible
81.226958,good
37.851470,good
75.657440,poor
33.370076,terrible
69.003278,poor
73.893683,excellent
68.817197,skip
43.044166,poor
74.913035,good
76.851305,excellent
52.914099,good
38.167799,fair
36.392233,good
74.680654,fair
45.963173,fair
53.522633,fair
50.136664,poor
56.362710,excellent
13.173143,fair
37.425873,terrible
73.619651,excellent
70.366848,poor
80.104010,good
62.894311,fair
75.291881,poor
81.921992,fair
64.820580,poor
40.545187,poor
32.451747,poor
65.274508,fair
56.979547,good
77.635562,fair
73.443952,terrible
81.665199,poor
63.942260,terrible
73.325565,terrible
49.479262,poor
76.405493,poor
69.036012,fair
63.874040,fair
79.142210,good
33.029338,poor
76.765420,good
51.622316,poor
38.652156,good
76.939043,excellent
81.845050,good
26.013646,terrible
80.344283,skip
38.073391,fair
68.982792,poor
95.123148,excellent
40.667059,fair
91.363789,fair
15.531465,poor
37.002773,poor
76.944479,good
66.024779,fair
92.085282,fair
55.463039,good
27.161846,good
74.331935,skip
96.771217,skip
56.530130,good
52.785927,skip
71.336360,poor
42.265048,fair
0.875792,terrible
45.365672,terrible
54.035786,excellent
83.936983,excellent
73.747495,skip
67.004508,excellent
85.460357,fair
60.870932,good
60.954349,poor
56.364704,excellent
74.984628,good
80.572804,good
51.764039,poor
64.337431,fair
91.565346,poor
93.478079,fair
71.109664,good
72.164923,good
53.298606,fair
51.995785,good
35.016248,good
61.040850,poor
50.481415,fair
54.598063,fair
97.439529,skip
52.601054,good
53.265700,terrible
68.082119,fair
72.512328,good
68.523375,excellent
32.761380,good
73.081122,terrible
93.115015,good
91.567145,poor
93.358865,good
52.287018,fair
31.081205,terrible
74.197108,poor
46.559382,fair
31.575214,fair
77.352865,fair
79.722973,poor
75.102166,poor
41.282002,fair
63.811479,poor
69.509148,poor
52.515456,good
52.996800,fair
56.666820,fair
65.546151,fair
68.162319,fair
94.937296,terrible
76.946292,fair
53.842415,good
63.607265,fair
35.729958,good
95.836548,poor
97.712926,good
75.139648,good
34.320567,fair
72.513376,fair
75.769263,fair
76.229139,excellent
52.437914,poor
63.322767,good
70.411137,poor
98.986808,poor
72.826544,good
63.194289,excellent
36.127428,fair
80.142899,terrible
42.618937,fair
74.304317,poor
41.979702,fair
34.586434,fair
54.560295,fair
76.900789,fair
95.134953,fair
33.400677,fair
35.319746,fair
81.422650,skip
77.193331,fair
58.651658,terrible
89.003749,skip
22.091340,skip
53.447966,poor
59.547856,fair
47.923267,good
65.351835,terrible
35.873672,fair
82.556602,good
71.537893,poor
27.192184,terrible
65.382219,fair
43.099742,poor
73.940582,excellent
65.129749,excellent
56.534130,terrible
55.865366,good
95.081822,good
94.183236,excellent
54.014861,skip
79.024160,fair
99.528154,skip
55.539826,poor
51.803912,fair
55.987821,fair
95.232913,excellent
61.302695,fair
58.492638,terrible
56.056087,poor
58.943240,excellent
66.673837,excellent
54.490535,good
28.268157,excellent
97.224472,skip
34.877608,terrible
75.499504,fair
76.726311,good
55.194882,poor
97.919302,terrible
95.580033,poor
35.882922,poor
26.998536,poor
75.822816,excellent
32.437568,poor
64.735820,good
98.956190,terrible
97.109144,fair
58.242059,fair
53.348046,fair
90.382688,good
73.598629,excellent
63.209105,fair
70.721737,fair
88.380104,poor
76.364806,fair
89.960684,terrible
59.578750,excellent
29.078728,poor
93.644517,terrible
90.329097,fair
39.390435,excellent
86.321910,fair
36.621841,good
66.398554,excellent
73.334131,terrible
22.842697,terrible
52.989285,poor
74.520215,skip
75.454888,poor
57.704668,excellent
61.185509,poor
60.430365,terrible
93.431683,good
59.896835,excellent
56.769215,fair
75.221527,fair
77.431804,excellent
29.319648,good
48.441806,terrible
90.890941,fair
64.726228,excellent
74.376215,poor
76.747875,excellent
37.192028,excellent
34.346932,fair
54.909387,skip
91.516416,fair
11.994237,good
77.729840,terrible
68.909598,fair
38.608048,excellent
58.098194,fair
40.740307,terrible
0.129854,skip
82.519905,fair
81.380222,poor
78.704240,fair
52.490431,excellent
93.658883,fair
42.919508,skip
46.334627,skip
76.983173,terrible
85.055639,skip
88.905032,poor
56.153188,excellent
55.867224,excellent
24.067848,fair
52.775106,fair
33.045949,skip
75.631657,good
96.146436,poor
75.014084,fair
33.915188,fair
65.102373,terrible
93.729209,fair
86.413292,terrible
31.178651,good
94.668243,terrible
73.934673,good
79.479363,excellent
79.553578,good
35.838440,good
3.557763,fair
61.084073,excellent
53.442258,poor
78.445257,good
78.626236,skip
43.882048,skip
23.355053,poor
81.996857,poor
75.312787,terrible
32.989988,skip
73.753701,fair
94.640655,fair
54.837037,fair
36.759548,excellent
38.239194,terrible
81.953707,poor
77.884832,poor
54.607895,poor
52.358619,poor
51.049172,poor
42.154029,skip
66.161506,fair
59.144086,good
59.287886,fair
97.522706,fair
25.484840,poor
94.611983,excellent
66.035201,poor
83.239900,good
37.403578,fair
58.129296,skip
64.898833,fair
74.058789,fair
56.048987,terrible
73.612229,fair
91.840936,fair
17.989092,fair
97.246306,skip
42.483693,poor
57.245779,fair
89.368011,good
76.736352,excellent
32.785279,poor
37.294079,fair
31.837223,excellent
53.818355,fair
74.983225,excellent
62.342535,good
92.665590,excellent
56.054103,fair
44.513395,skip
68.821730,good
62.609188,good
96.148627,fair
79.818881,good
33.968589,poor
73.653137,fair
56.565771,good
62.678914,terrible
81.052439,fair
29.484810,fair
57.438569,excellent
33.636936,excellent
88.046641,terrible
77.603287,good
53.467683,skip
80.047797,excellent
65.727698,terrible
52.343723,poor
65.150515,excellent
75.031856,fair
36.712692,excellent
41.300864,poor
83.991399,skip
61.586267,excellent
16.543446,fair
2.480595,terrible
50.214741,poor
38.832189,poor
72.365570,good
52.615003,good
35.142506,skip
86.373486,good
61.354305,excellent
63.930089,excellent
72.125518,good
96.502898,excellent
82.847781,poor
71.911206,fair
75.667931,fair
31.886637,good
48.943370,fair
69.346311,terrible
72.568090,terrible
87.493571,skip
1.943447,terrible
88.951306,terrible
86.451098,skip
61.252563,poor
0.574496,terrible
78.139655,excellent
74.689660,terrible
56.636800,excellent
41.864901,poor
48.942368,fair
63.312012,fair
71.376989,poor
91.779352,good
39.050742,fair
64.473018,good
72.653623,fair
99.279446,terrible
61.802393,fair
92.681339,fair
59.286547,fair
72.836337,excellent
57.771632,good
94.179304,good
30.449020,good
46.053400,good
96.792373,excellent
67.203316,fair
75.887261,fair
72.633437,good
50.161423,poor
80.407715,terrible
76.155033,good
57.579671,fair
69.384176,good
93.363487,excellent
87.692653,poor
56.978412,poor
73.629464,fair
87.337243,skip
55.600995,good
75.755710,poor
60.873175,excellent
35.988994,fair
57.366558,excellent
48.381670,fair
39.485986,fair
33.137503,good
79.924825,terrible
34.435934,fair
44.783553,terrible
59.353449,good
76.901254,excellent
77.077699,excellent
36.273618,fair
71.782825,poor
55.747506,good
57.533644,poor
80.038373,poor
59.571498,fair
88.504666,poor
54.933885,fair
74.345646,good
34.148898,fair
54.849934,excellent
60.170804,excellent
64.050422,fair
76.359042,good
93.606616,fair
41.800443,fair
58.590386,fair
58.257638,skip
81.636534,good
52.759827,good
56.985327,fair
92.965125,excellent
91.979166,terrible
74.323561,poor
69.351832,terrible
35.999371,excellent
37.556652,poor
49.481666,poor
58.879770,terrible
75.692878,good
76.982026,fair
77.739869,fair
69.597271,fair
59.665991,fair
73.621155,good
68.940887,poor
69.890424,skip
36.991968,good
29.455510,good
93.346932,good
73.283254,fair
58.090608,good
75.846484,fair
39.358551,terrible
17.224159,fair
37.803862,good
59.796127,fair
22.792262,poor
38.208117,excellent
43.471216,terrible
28.732690,fair
73.658853,fair
41.013277,excellent
81.458229,good
64.503810,terrible
78.861112,excellent
59.681726,good
31.833521,good
79.444707,poor
95.631738,excellent
92.854304,good
98.381207,fair
53.314610,skip
69.898243,fair
94.610017,good
57.055975,excellent
36.983975,excellent
40.657081,fair
12.239429,good
33.179741,skip
73.792761,terrible
56.384595,terrible
75.199409,good
37.864378,good
92.589385,good
93.611538,fair
50.146281,terrible
37.134746,poor
80.605749,excellent
76.293771,good
2.915764,poor
42.130784,excellent
38.000959,excellent
53.906406,fair
61.873190,poor
95.312234,fair
53.794814,poor
76.699519,poor
69.651227,fair
56.836381,excellent
77.625482,fair
76.976761,skip
62.282081,poor
52.704039,fair
94.208195,good
81.489786,poor
93.463008,fair
69.524480,good
82.826377,excellent
31.650859,excellent
56.942750,good
96.532282,terrible
82.330120,excellent
65.366546,excellent
33.262576,fair
69.818414,good
97.693487,skip
67.519982,poor
58.519020,fair
87.721383,excellent
74.624883,excellent
57.946004,good
55.272241,excellent
0.783235,skip
92.403477,fair
36.917339,excellent
96.695707,excellent
56.687196,good
78.518292,fair
20.509349,poor
73.511197,fair
72.391302,fair
50.135124,poor
34.978956,poor
32.382073,good
42.069654,good
59.748112,skip
53.665126,terrible
53.545607,good
28.930967,excellent
1.253584,fair
33.393788,terrible
70.300593,terrible
46.398410,fair
56.818652,skip
75.552481,fair
56.367286,terrible
69.162875,poor
27.194247,fair
82.018842,good
74.099969,fair
51.030433,terrible
88.838164,poor
79.531845,fair
71.149330,good
53.645194,good
92.373269,excellent
53.232205,fair
75.805108,excellent
82.886665,good
44.968352,skip
69.758336,fair
94.947004,excellent
31.493579,good
75.482040,good
75.188472,excellent
74.759689,good
78.219830,skip
73.037105,poor
69.036409,terrible
43.987551,excellent
61.070150,fair
56.806168,skip
39.163365,terrible
67.747569,fair
51.655817,poor
55.664640,fair
32.814861,good
79.110469,excellent
39.276442,skip
38.747085,terrible
64.532900,fair
36.036588,excellent
54.780641,fair
77.276244,poor
55.235518,fair
56.714044,poor
73.419712,terrible
50.826499,poor
77.992420,poor
84.956841,excellent
72.797904,good
36.180029,good
60.410059,excellent
79.236354,excellent
33.409791,fair
38.373044,good
22.823299,poor
58.919974,poor
10.493087,fair
68.466370,fair
11.399471,fair
91.048792,fair
71.985940,fair
53.470654,poor
66.349013,fair
92.131450,terrible
37.291392,terrible
56.134755,poor
71.815851,poor
75.195935,fair
33.622260,skip
80.706654,good
73.371162,poor
87.498865,poor
80.738859,good
74.819034,excellent
36.177105,fair
76.818407,fair
52.893100,fair
65.372376,good
62.575856,fair
58.212497,good
88.544812,terrible
74.097508,skip
51.210395,good
76.763848,good
14.672545,fair
36.569551,poor
59.862019,fair
57.527465,terrible
30.912283,good
66.213140,excellent
61.102219,good
74.873292,fair
55.844831,poor
34.464672,fair
71.641376,fair
47.318109,excellent
80.669178,fair
71.971098,poor
78.761310,poor
43.236804,skip
32.325918,excellent
36.693382,good
51.550472,fair
36.570698,good
79.877588,poor
81.497104,good
55.203198,fair
42.455316,good
76.229834,poor
70.549085,fair
73.742675,good
92.880862,excellent
31.202437,fair
89.212969,terrible
70.537666,excellent
53.317267,fair
72.484485,poor
76.608015,poor
52.729243,good
53.099653,fair
73.700433,fair
59.799925,poor
28.846187,fair
